0,1,2,3,4
2347,2,177,10,2016
2267,3,177,10,2016
2252,2,177,10,2016
2718,3,177,10,2016
2718,4,177,11,2016
2440,1,177,11,2016
2347,2,177,12,2016
2086,10,177,1,2017
2718,2,177,1,2017
2122,1,177,1,2017
2153,2,177,2,2017
2183,2,177,2,2017
2149,1,177,3,2017
2267,4,177,5,2017
2718,1,177,5,2017
2252,2,177,5,2017
2153,2,177,6,2017
2347,2,177,6,2017
2097,2,177,7,2017
2347,2,177,7,2017
2267,2,177,8,2017
2621,1,177,8,2017
2086,1,177,9,2017
2415,1,177,10,2017
2100,1,177,10,2017
2267,1,177,10,2017
2718,3,177,10,2017
2718,1,177,11,2017
2252,1,177,11,2017
2267,1,177,11,2017
2267,2,177,12,2017
2347,1,177,10,2004
2177,1,177,9,2004
2142,1,177,1,2004
2347,2,177,1,2004
2718,10,177,1,2004
2718,5,177,6,2003
2267,2,177,6,2004
2718,1,177,4,2003
2347,2,177,6,2004
2267,3,177,8,2004
2718,5,177,3,2004
2267,2,177,10,2003
2222,1,177,10,2003
2718,3,177,9,2003
2252,1,177,8,2004
2142,2,177,2,2004
2718,5,177,6,2004
2718,5,177,7,2004
2718,1,177,5,2004
2267,3,177,9,2004
2142,2,177,9,2004
2267,1,177,7,2004
2627,1,177,6,2004
2267,1,177,12,2003
2718,4,177,9,2004
2718,4,177,5,2003
2142,1,177,3,2004
2347,2,177,8,2004
2332,1,177,5,2004
2332,1,177,2,2004
2115,1,177,9,2004
2627,1,177,8,2003
2347,1,177,9,2004
2718,3,177,8,2003
2718,1,177,4,2004
2718,4,177,7,2003
2494,1,177,9,2003
2718,3,177,12,2003
2149,1,177,1,2004
2142,1,177,4,2004
2177,1,177,1,2004
2718,5,177,10,2003
2347,1,177,5,2003
2267,3,177,2,2004
2627,1,177,7,2004
2347,1,177,3,2004
2267,1,177,1,2004
2252,3,177,7,2004
2252,5,177,8,2003
2339,1,177,2,2003
2718,3,177,10,2004
2267,1,177,5,2004
2252,1,177,6,2003
2267,2,177,8,2003
2142,1,177,7,2003
2252,2,177,10,2004
2252,1,177,9,2004
2331,1,177,9,2004
2252,1,177,4,2004
2252,1,177,5,2003
2252,1,177,5,2004
2252,2,177,1,2003
2252,1,177,2,2003
2252,1,177,3,2003
2718,1,177,3,2003
2494,1,177,4,2003
2267,1,177,5,2003
2718,3,177,8,2004
2627,1,177,1,2004
2142,1,177,8,2004
2718,2,177,2,2004
2347,1,177,2,2004
2267,2,177,6,2003
2267,1,177,7,2003
2142,1,177,8,2003
2252,2,177,10,2003
2267,1,177,9,2003
2252,1,177,3,2004
2627,1,177,8,2004
2267,1,177,4,2004
2252,1,177,9,2003
2347,4,177,12,2004
2267,4,177,1,2005
2252,1,177,1,2005
2475,1,177,1,2005
2564,1,177,1,2005
2494,1,177,1,2005
2718,2,177,1,2005
2252,5,177,2,2005
2718,5,177,2,2005
2267,5,177,2,2005
2243,1,177,2,2005
2347,1,177,2,2005
2267,1,177,11,2004
2222,1,177,12,2004
2642,1,177,12,2004
2177,1,177,12,2004
2252,2,177,12,2004
2267,6,177,12,2004
2718,13,177,12,2004
2317,1,177,1,2005
2115,1,177,12,2004
2112,1,177,12,2004
2281,1,177,3,2005
2718,4,177,3,2005
2252,1,177,3,2005
2142,1,177,3,2005
2347,1,177,3,2005
2267,1,177,3,2005
2718,4,177,4,2005
2252,1,177,4,2005
2332,1,177,5,2005
2347,1,177,5,2005
2267,4,177,5,2005
2718,5,177,5,2005
2441,1,177,5,2005
2252,1,177,5,2005
2153,1,177,6,2005
2462,1,177,6,2005
2149,1,177,6,2005
2468,1,177,6,2005
2142,1,177,6,2005
2718,2,177,6,2005
2281,1,177,6,2005
2099,1,177,6,2005
2347,1,177,6,2005
2183,1,177,6,2005
2718,2,177,7,2005
2855,2,177,7,2005
2267,3,177,7,2005
2347,1,177,7,2005
2243,1,177,7,2005
2252,3,177,7,2005
2332,1,177,7,2005
2177,1,177,8,2005
2718,3,177,8,2005
2267,8,177,8,2005
2149,2,177,8,2005
2332,1,177,8,2005
2142,1,177,8,2005
2718,6,177,9,2005
2252,2,177,9,2005
2317,1,177,9,2005
2267,7,177,9,2005
2508,2,177,9,2005
2347,2,177,9,2005
2099,1,177,9,2005
2177,1,177,9,2005
2267,6,177,10,2005
2718,4,177,10,2005
2252,1,177,10,2005
2341,1,177,10,2005
2100,1,177,10,2005
2149,1,177,10,2005
2332,1,177,10,2005
2267,6,177,11,2005
2468,1,177,11,2005
2718,3,177,11,2005
2497,1,177,11,2005
2252,1,177,11,2005
2332,2,177,11,2005
2718,5,177,12,2005
2267,6,177,12,2005
2252,1,177,12,2005
2142,1,177,12,2005
2346,1,177,12,2005
2347,1,177,12,2005
2097,1,177,1,2006
2267,5,177,1,2006
2718,8,177,1,2006
2142,3,177,1,2006
2737,1,177,1,2006
2347,2,177,1,2006
2508,1,177,1,2006
2177,1,177,1,2006
2100,1,177,1,2006
2267,7,177,2,2006
2855,2,177,2,2006
2718,2,177,2,2006
2100,1,177,2,2006
2177,1,177,2,2006
2156,1,177,2,2006
2252,1,177,2,2006
2718,3,177,3,2006
2281,2,177,3,2006
2494,1,177,3,2006
2267,4,177,3,2006
2545,1,177,3,2006
2627,1,177,3,2006
2142,1,177,3,2006
2100,1,177,3,2006
2508,1,177,3,2006
2267,2,177,4,2006
2718,6,177,4,2006
2855,1,177,4,2006
2100,1,177,4,2006
2718,3,177,5,2006
2371,1,177,5,2006
2252,3,177,5,2006
2267,5,177,5,2006
2100,1,177,5,2006
2855,1,177,5,2006
2115,1,177,5,2006
2855,1,177,6,2006
2252,1,177,6,2006
2441,1,177,6,2006
2100,2,177,6,2006
2718,3,177,6,2006
2267,2,177,6,2006
2267,7,177,7,2006
2281,1,177,7,2006
2718,6,177,7,2006
2100,2,177,7,2006
2252,1,177,7,2006
2332,1,177,8,2006
2642,1,177,8,2006
2267,5,177,8,2006
2347,1,177,8,2006
2718,6,177,8,2006
2252,2,177,8,2006
2100,1,177,8,2006
2555,1,177,8,2006
2441,1,177,8,2006
2271,1,177,9,2006
2267,12,177,9,2006
2252,4,177,9,2006
2332,2,177,9,2006
2718,2,177,9,2006
2100,3,177,9,2006
2347,1,177,9,2006
2142,1,177,9,2006
2142,1,177,10,2006
2267,8,177,10,2006
2252,5,177,10,2006
2177,1,177,10,2006
2627,2,177,10,2006
2718,7,177,10,2006
2100,1,177,10,2006
2347,1,177,10,2006
2718,10,177,11,2006
2128,1,177,11,2006
2252,3,177,11,2006
2267,6,177,11,2006
2100,1,177,11,2006
2115,1,177,11,2006
2855,1,177,11,2006
2642,1,177,11,2006
2099,1,177,11,2006
2556,1,177,11,2006
2142,1,177,11,2006
2281,2,177,12,2006
2718,6,177,12,2006
2627,3,177,12,2006
2222,4,177,12,2006
2267,4,177,12,2006
2142,1,177,12,2006
2100,1,177,12,2006
2252,2,177,1,2007
2556,1,177,1,2007
2718,5,177,1,2007
2267,3,177,1,2007
2468,1,177,1,2007
2290,1,177,1,2007
2281,1,177,1,2007
2718,5,177,2,2007
2627,1,177,2,2007
2267,4,177,2,2007
2100,1,177,2,2007
2494,1,177,2,2007
2737,1,177,2,2007
2142,1,177,2,2007
2252,1,177,2,2007
2468,1,177,3,2007
2252,2,177,3,2007
2718,5,177,3,2007
2142,1,177,3,2007
2855,1,177,3,2007
2314,1,177,3,2007
2267,1,177,3,2007
2371,1,177,3,2007
2128,1,177,3,2007
2332,1,177,4,2007
2267,5,177,4,2007
2468,1,177,4,2007
2142,1,177,4,2007
2508,1,177,4,2007
2718,2,177,5,2007
2267,1,177,5,2007
2177,2,177,6,2007
2718,4,177,6,2007
2281,1,177,6,2007
2267,3,177,6,2007
2222,1,177,6,2007
2332,1,177,6,2007
2252,1,177,6,2007
2086,1,177,6,2007
2115,1,177,6,2007
2142,1,177,6,2007
2099,1,177,6,2007
2688,1,177,7,2007
2646,1,177,7,2007
2718,6,177,7,2007
2267,6,177,7,2007
2317,1,177,7,2007
2142,1,177,7,2007
2149,1,177,7,2007
2718,8,177,8,2007
2267,3,177,8,2007
2142,1,177,8,2007
2642,1,177,8,2007
2347,2,177,8,2007
2177,1,177,8,2007
2718,7,177,9,2007
2494,1,177,9,2007
2267,3,177,9,2007
2403,1,177,9,2007
2222,2,177,9,2007
2177,1,177,9,2007
2097,1,177,9,2007
2093,1,177,9,2007
2627,1,177,9,2007
2252,2,177,9,2007
2252,1,177,10,2007
2267,12,177,10,2007
2347,1,177,10,2007
2718,8,177,10,2007
2149,1,177,10,2007
2252,3,177,11,2007
2099,1,177,11,2007
2271,1,177,11,2007
2267,6,177,11,2007
2100,1,177,11,2007
2222,1,177,11,2007
2123,1,177,11,2007
2497,1,177,11,2007
2440,1,177,11,2007
2149,1,177,11,2007
2475,1,177,11,2007
2718,1,177,11,2007
2718,6,177,12,2007
2627,1,177,12,2007
2252,3,177,12,2007
2142,2,177,12,2007
2347,1,177,12,2007
2267,7,177,1,2008
2142,4,177,1,2008
2718,3,177,1,2008
2097,1,177,1,2008
2642,1,177,1,2008
2627,1,177,1,2008
2347,1,177,1,2008
2252,1,177,1,2008
2149,1,177,1,2008
2155,1,177,2,2008
2718,7,177,2,2008
2149,1,177,2,2008
2347,1,177,2,2008
2252,1,177,2,2008
2611,1,177,2,2008
2494,1,177,2,2008
2267,6,177,2,2008
2142,2,177,2,2008
2718,4,177,3,2008
2267,2,177,3,2008
2252,3,177,3,2008
2142,1,177,3,2008
2100,1,177,3,2008
2494,1,177,3,2008
2099,1,177,3,2008
2347,2,177,4,2008
2115,2,177,4,2008
2084,1,177,4,2008
2099,1,177,4,2008
2718,4,177,4,2008
2283,1,177,4,2008
2252,1,177,4,2008
2267,3,177,4,2008
2100,1,177,4,2008
2243,1,177,4,2008
2718,5,177,5,2008
2142,1,177,5,2008
2556,2,177,5,2008
2267,3,177,5,2008
2627,1,177,5,2008
2252,1,177,5,2008
2274,1,177,6,2008
2347,1,177,6,2008
2332,1,177,6,2008
2556,2,177,6,2008
2267,4,177,6,2008
2497,1,177,6,2008
2564,1,177,6,2008
2281,1,177,6,2008
2252,2,177,6,2008
2718,1,177,6,2008
2100,1,177,6,2008
2097,1,177,6,2008
2267,3,177,7,2008
2115,1,177,7,2008
2252,1,177,7,2008
2556,1,177,7,2008
2718,1,177,8,2008
2267,3,177,8,2008
2556,2,177,8,2008
2142,1,177,8,2008
2086,1,177,8,2008
2128,1,177,8,2008
2718,3,177,9,2008
2252,1,177,9,2008
2142,1,177,9,2008
2115,1,177,9,2008
2347,1,177,9,2008
2267,2,177,9,2008
2283,1,177,9,2008
2718,2,177,10,2008
2267,2,177,10,2008
2347,3,177,10,2008
2222,1,177,10,2008
2415,1,177,10,2008
2252,1,177,10,2008
2177,1,177,10,2008
2150,1,177,10,2008
2627,1,177,10,2008
2267,2,177,11,2008
2562,1,177,11,2008
2718,7,177,11,2008
2222,1,177,11,2008
2252,1,177,11,2008
2454,1,177,11,2008
2149,1,177,11,2008
2627,1,177,11,2008
2646,1,177,11,2008
2576,1,177,12,2008
2252,1,177,12,2008
2267,3,177,12,2008
2718,5,177,12,2008
2086,1,177,12,2008
2556,1,177,12,2008
2142,3,177,1,2009
2621,1,177,1,2009
2281,2,177,1,2009
2718,4,177,1,2009
2267,5,177,1,2009
2347,2,177,1,2009
2128,1,177,1,2009
2718,6,177,2,2009
2627,2,177,2,2009
2167,1,177,2,2009
2267,1,177,2,2009
2112,1,177,2,2009
2347,1,177,2,2009
2252,1,177,2,2009
2646,1,177,2,2009
2646,2,177,3,2009
2099,1,177,3,2009
2267,1,177,3,2009
2718,1,177,3,2009
2267,3,177,4,2009
2718,2,177,4,2009
2494,1,177,4,2009
2183,1,177,4,2009
2128,1,177,4,2009
2252,2,177,4,2009
2468,1,177,4,2009
2347,1,177,4,2009
2267,4,177,5,2009
2468,1,177,5,2009
2252,1,177,5,2009
2718,2,177,5,2009
2252,5,177,6,2009
2267,2,177,6,2009
2718,5,177,6,2009
2627,1,177,6,2009
2142,1,177,6,2009
2281,1,177,6,2009
2115,1,177,7,2009
2468,1,177,7,2009
2718,2,177,7,2009
2267,1,177,7,2009
2222,1,177,7,2009
2347,1,177,7,2009
2332,1,177,8,2009
2100,1,177,8,2009
2494,1,177,8,2009
2267,5,177,8,2009
2718,4,177,8,2009
2142,3,177,8,2009
2099,1,177,8,2009
2222,2,177,8,2009
2115,1,177,8,2009
2222,1,177,9,2009
2142,1,177,9,2009
2267,4,177,9,2009
2718,2,177,9,2009
2252,1,177,9,2009
2347,3,177,9,2009
2099,1,177,9,2009
2267,6,177,10,2009
2556,1,177,10,2009
2097,1,177,10,2009
2252,2,177,10,2009
2718,1,177,10,2009
2177,1,177,10,2009
2347,2,177,10,2009
2142,1,177,10,2009
2494,1,177,10,2009
2142,4,177,11,2009
2252,3,177,11,2009
2271,1,177,11,2009
2627,2,177,11,2009
2347,4,177,11,2009
2128,1,177,11,2009
2267,4,177,11,2009
2642,1,177,11,2009
2167,1,177,11,2009
2177,1,177,11,2009
2475,1,177,12,2009
2177,1,177,12,2009
2627,1,177,12,2009
2142,2,177,12,2009
2347,1,177,12,2009
2084,1,177,12,2009
2718,5,177,12,2009
2267,2,177,12,2009
2735,1,177,12,2009
2097,1,177,12,2009
2718,4,177,1,2010
2142,2,177,1,2010
2627,2,177,1,2010
2267,3,177,1,2010
2646,1,177,1,2010
2252,3,177,1,2010
2347,2,177,1,2010
2339,1,177,1,2010
2494,1,177,1,2010
2468,2,177,1,2010
2718,5,177,2,2010
2347,2,177,2,2010
2627,2,177,2,2010
2267,1,177,2,2010
2252,1,177,2,2010
2243,1,177,2,2010
2222,1,177,2,2010
2097,1,177,2,2010
2497,1,177,2,2010
2549,1,177,3,2010
2252,1,177,3,2010
2718,3,177,3,2010
2267,3,177,3,2010
2347,1,177,3,2010
2177,1,177,4,2010
2442,1,177,4,2010
2494,1,177,4,2010
2718,3,177,4,2010
2267,1,177,4,2010
2142,1,177,4,2010
2222,2,177,4,2010
2724,1,177,4,2010
2347,1,177,4,2010
2468,1,177,4,2010
2123,1,177,5,2010
2252,1,177,5,2010
2267,1,177,5,2010
2718,2,177,5,2010
2281,1,177,5,2010
2252,1,177,6,2010
2347,2,177,6,2010
2267,3,177,6,2010
2128,1,177,6,2010
2562,1,177,6,2010
2718,1,177,6,2010
2332,1,177,6,2010
2142,1,177,6,2010
2718,2,177,7,2010
2724,1,177,7,2010
2347,2,177,7,2010
2252,1,177,7,2010
2627,1,177,7,2010
2267,2,177,7,2010
2142,1,177,7,2010
2149,1,177,7,2010
2086,1,177,8,2010
2855,1,177,8,2010
2252,3,177,8,2010
2100,1,177,8,2010
2718,2,177,8,2010
2128,1,177,8,2010
2347,3,177,8,2010
2177,1,177,8,2010
2267,4,177,8,2010
2183,1,177,8,2010
2627,1,177,8,2010
2494,1,177,9,2010
2156,1,177,9,2010
2142,2,177,9,2010
2252,1,177,9,2010
2642,1,177,9,2010
2718,2,177,9,2010
2497,1,177,9,2010
2347,2,177,9,2010
2627,1,177,9,2010
2177,1,177,10,2010
2142,2,177,10,2010
2267,2,177,10,2010
2347,2,177,10,2010
2099,1,177,10,2010
2642,1,177,10,2010
2627,2,177,10,2010
2718,2,177,10,2010
2111,1,177,10,2010
2222,1,177,10,2010
2149,1,177,10,2010
2718,4,177,11,2010
2252,5,177,11,2010
2142,1,177,11,2010
2347,2,177,11,2010
2267,3,177,11,2010
2177,1,177,11,2010
2339,1,177,11,2010
2627,1,177,11,2010
2347,5,177,12,2010
2267,3,177,12,2010
2252,2,177,12,2010
2718,1,177,12,2010
2627,1,177,12,2010
2283,1,177,12,2010
2142,2,177,12,2010
2222,1,177,12,2010
2718,1,177,1,2011
2267,5,177,1,2011
2700,1,177,1,2011
2142,4,177,1,2011
2177,1,177,1,2011
2252,1,177,1,2011
2347,3,177,1,2011
2093,1,177,1,2011
2142,2,177,2,2011
2267,3,177,2,2011
2347,2,177,2,2011
2627,2,177,2,2011
2718,3,177,2,2011
2149,1,177,2,2011
2267,3,177,3,2011
2222,2,177,3,2011
2403,1,177,3,2011
2718,3,177,3,2011
2494,1,177,3,2011
2347,1,177,3,2011
2086,1,177,3,2011
2347,4,177,4,2011
2718,3,177,4,2011
2627,1,177,4,2011
2222,1,177,4,2011
2252,3,177,5,2011
2267,2,177,5,2011
2642,1,177,5,2011
2347,1,177,5,2011
2177,2,177,5,2011
2718,3,177,5,2011
2281,1,177,5,2011
2718,3,177,6,2011
2627,2,177,6,2011
2097,1,177,6,2011
2347,2,177,6,2011
2267,1,177,6,2011
2177,1,177,6,2011
2718,1,177,7,2011
2347,2,177,7,2011
2086,1,177,7,2011
2153,1,177,7,2011
2718,4,177,8,2011
2222,2,177,8,2011
2149,1,177,8,2011
2347,3,177,8,2011
2128,1,177,8,2011
2267,2,177,8,2011
2627,2,177,8,2011
2347,1,177,9,2011
2222,1,177,9,2011
2627,1,177,9,2011
2267,2,177,9,2011
2562,1,177,9,2011
2642,1,177,9,2011
2142,1,177,9,2011
2252,1,177,9,2011
2718,5,177,10,2011
2222,1,177,10,2011
2267,2,177,10,2011
2283,1,177,10,2011
2149,1,177,10,2011
2142,2,177,10,2011
2097,1,177,10,2011
2347,1,177,10,2011
2252,1,177,10,2011
2177,1,177,10,2011
2097,2,177,11,2011
2177,1,177,11,2011
2718,2,177,11,2011
2700,1,177,11,2011
2252,2,177,11,2011
2627,2,177,11,2011
2347,1,177,11,2011
2332,1,177,11,2011
2142,1,177,11,2011
2097,1,177,12,2011
2627,2,177,12,2011
2252,1,177,12,2011
2177,1,177,12,2011
2142,1,177,12,2011
2497,1,177,12,2011
2267,1,177,12,2011
2718,1,177,12,2011
2735,1,177,1,2012
2142,1,177,1,2012
2718,2,177,1,2012
2097,1,177,1,2012
2457,1,177,1,2012
2115,1,177,1,2012
2208,1,177,1,2012
2267,1,177,1,2012
2627,2,177,1,2012
2084,1,177,1,2012
2252,1,177,1,2012
2317,1,177,1,2012
2252,2,177,2,2012
2177,1,177,2,2012
2718,2,177,2,2012
2100,1,177,3,2012
2718,2,177,3,2012
2627,1,177,3,2012
2718,1,177,4,2012
2252,1,177,4,2012
2440,1,177,5,2012
2252,2,177,5,2012
2718,1,177,5,2012
2347,2,177,5,2012
2718,3,177,6,2012
2646,1,177,6,2012
2156,1,177,6,2012
2347,2,177,6,2012
2724,1,177,6,2012
2252,3,177,7,2012
2718,3,177,7,2012
2267,3,177,7,2012
2099,1,177,7,2012
2475,1,177,7,2012
2457,1,177,7,2012
2267,1,177,8,2012
2142,1,177,8,2012
2347,2,177,8,2012
2252,1,177,8,2012
2718,2,177,9,2012
2347,1,177,9,2012
2267,2,177,9,2012
2627,1,177,9,2012
2128,1,177,9,2012
2252,1,177,9,2012
2097,1,177,10,2012
2332,2,177,10,2012
2267,2,177,10,2012
2347,2,177,11,2012
2627,1,177,11,2012
2283,1,177,11,2012
2097,1,177,11,2012
2267,1,177,12,2012
2627,1,177,12,2012
2142,1,177,12,2012
2347,1,177,12,2012
2718,1,177,12,2012
2177,1,177,12,2012
2099,1,177,12,2012
2718,3,177,1,2013
2627,2,177,1,2013
2718,2,177,2,2013
2142,1,177,2,2013
2149,1,177,3,2013
2222,1,177,3,2013
2718,1,177,3,2013
2718,1,177,4,2013
2347,2,177,4,2013
2718,1,177,5,2013
2281,1,177,5,2013
2142,1,177,5,2013
2627,1,177,6,2013
2267,2,177,6,2013
2149,2,177,6,2013
2128,1,177,6,2013
2097,1,177,6,2013
2142,1,177,6,2013
2718,2,177,7,2013
2627,1,177,7,2013
2497,1,177,7,2013
2267,2,177,8,2013
2627,1,177,8,2013
2371,1,177,8,2013
2142,2,177,8,2013
2718,1,177,8,2013
2267,1,177,9,2013
2252,3,177,9,2013
2718,2,177,9,2013
2149,2,177,9,2013
2700,1,177,9,2013
2627,1,177,9,2013
2347,1,177,10,2013
2100,2,177,10,2013
2718,1,177,10,2013
2142,3,177,10,2013
2497,1,177,10,2013
2267,2,177,10,2013
2252,1,177,11,2013
2700,1,177,11,2013
2142,1,177,11,2013
2627,1,177,12,2013
2494,2,177,12,2013
2252,1,177,12,2013
2142,2,177,12,2013
2468,1,177,12,2013
2267,1,177,12,2013
2267,1,177,1,2014
2347,1,177,1,2014
2718,2,177,1,2014
2097,1,177,2,2014
2267,2,177,2,2014
2142,1,177,2,2014
2086,1,177,2,2014
2718,1,177,2,2014
2281,1,177,2,2014
2562,1,177,2,2014
2441,2,177,3,2014
2252,1,177,3,2014
2718,1,177,5,2014
2149,1,177,5,2014
2267,1,177,5,2014
2281,1,177,6,2014
2332,1,177,6,2014
2347,1,177,6,2014
2724,1,177,7,2014
2718,1,177,7,2014
2142,1,177,7,2014
2183,1,177,7,2014
2855,1,177,8,2014
2149,1,177,8,2014
2718,1,177,8,2014
2267,2,177,8,2014
2627,1,177,8,2014
2177,1,177,9,2014
2252,2,177,9,2014
2097,1,177,9,2014
2142,1,177,9,2014
2252,3,177,10,2014
2267,1,177,10,2014
2142,1,177,10,2014
2267,1,177,11,2014
2627,1,177,11,2014
2142,1,177,12,2014
2347,1,177,1,2015
2142,1,177,4,2015
2142,1,177,5,2015
2718,1,177,7,2015
2475,1,177,9,2015
2142,1,177,9,2015
2347,1,177,11,2015
2267,2,177,11,2015
2281,1,177,12,2015
2252,2,177,12,2015
2167,1,177,12,2015
2718,4,177,12,2015
2177,1,177,12,2015
2097,1,177,12,2015
2642,1,177,12,2015
2142,1,177,12,2015
2115,1,177,1,2016
2222,1,177,1,2016
2718,2,177,3,2016
2115,1,177,3,2016
2855,1,177,4,2016
2243,1,177,4,2016
2099,1,177,4,2016
2718,1,177,4,2016
2347,1,177,4,2016
2097,3,177,4,2016
2115,1,177,4,2016
2307,1,177,5,2016
2097,1,177,5,2016
2097,1,177,6,2016
2252,2,177,9,2016
2718,2,177,9,2016
2347,1,177,9,2016
2422,1,177,9,2016
2097,1,177,11,2016
2267,1,177,11,2016
2497,1,177,11,2016
2347,1,177,11,2016
2440,1,177,12,2016
2185,1,177,1,2017
2347,1,177,1,2017
2457,1,177,1,2017
2097,1,177,2,2017
2142,1,177,2,2017
2177,1,177,2,2017
2718,1,177,3,2017
2177,1,177,3,2017
2267,1,177,4,2017
2347,1,177,4,2017
2142,1,177,4,2017
2718,1,177,6,2017
2177,1,177,7,2017
2642,1,177,8,2017
2222,1,177,9,2017
2718,1,177,9,2017
2142,1,11,11,2014
2097,1,11,10,2016
2267,1,11,11,2016
2097,1,11,2,2017
2252,1,11,7,2017
2475,1,11,10,2017
2142,1,179,11,2014
2718,1,179,7,2015
2718,1,179,10,2015
2267,1,179,12,2015
2718,1,179,3,2016
2142,1,179,2,2017
2718,1,179,3,2017
2545,1,179,4,2017
2718,2,179,7,2017
2115,1,179,7,2017
2646,2,179,11,2017
2718,1,179,11,2017
2142,1,180,11,2014
2128,1,180,11,2014
2718,1,180,7,2015
2083,1,180,3,2016
2177,3,93,11,2014
2177,1,93,1,2016
2142,1,87,11,2014
2142,1,179,11,2014
2252,1,179,11,2014
2252,1,179,12,2014
2142,1,179,9,2015
2142,1,179,10,2015
2252,2,179,4,2016
2142,2,179,6,2017
2142,1,179,7,2017
2646,1,84,11,2014
2283,1,82,11,2014
2564,1,82,12,2014
2267,1,82,1,2015
2627,1,82,1,2015
2267,3,82,2,2015
2332,1,82,2,2015
2267,1,82,3,2015
2724,1,82,4,2015
2267,1,82,4,2015
2142,1,82,4,2015
2718,1,82,5,2015
2718,1,82,6,2015
2412,1,82,6,2015
2267,2,82,7,2015
2556,1,82,8,2015
2718,1,82,8,2015
2267,1,82,8,2015
2332,1,82,10,2015
2627,1,82,1,2016
2718,2,82,1,2016
2267,2,82,1,2016
2332,1,82,2,2016
2627,1,82,3,2016
2222,1,82,4,2016
2267,1,82,5,2016
2267,1,82,6,2016
2283,1,82,9,2016
2267,1,82,1,2017
2718,1,82,1,2017
2274,1,82,2,2017
2267,1,82,2,2017
2718,2,82,3,2017
2494,1,82,3,2017
2142,1,82,3,2017
2267,5,82,3,2017
2128,1,82,3,2017
2283,1,82,3,2017
2273,1,82,4,2017
2115,2,82,4,2017
2208,1,82,4,2017
2347,1,82,4,2017
2267,1,82,5,2017
2718,1,82,5,2017
2718,1,82,6,2017
2167,1,82,6,2017
2149,1,82,7,2017
2128,1,82,12,2017
2283,1,82,11,2014
2627,1,82,1,2015
2083,1,82,5,2015
2198,1,82,5,2015
2283,1,82,6,2015
2128,1,82,4,2017
2718,1,82,8,2017
2267,1,89,11,2014
2198,1,89,2,2015
2347,1,89,2,2015
2267,1,89,4,2015
2267,1,89,12,2015
2252,1,89,3,2016
2718,1,89,3,2016
2267,2,89,12,2016
2153,1,89,1,2017
2267,1,89,11,2014
2142,1,89,2,2015
2283,1,89,4,2015
2724,1,89,4,2015
2267,1,89,4,2015
2097,1,89,6,2015
2283,1,89,4,2016
2347,1,89,3,2017
2718,1,89,6,2017
2128,1,63,11,2014
2706,1,63,5,2015
2718,1,63,12,2015
2097,1,63,12,2015
2347,1,63,3,2016
2222,1,63,10,2016
2252,1,63,10,2016
2494,1,63,10,2016
2718,1,63,10,2016
2183,1,63,10,2016
2222,1,63,11,2016
2562,1,63,11,2016
2718,1,63,1,2017
2555,1,63,1,2017
2718,2,63,2,2017
2347,1,63,2,2017
2562,3,63,2,2017
2097,1,63,2,2017
2142,2,63,2,2017
2718,2,63,3,2017
2718,1,63,4,2017
2307,2,63,5,2017
2562,1,63,6,2017
2718,1,63,6,2017
2718,1,63,7,2017
2724,1,63,8,2017
2222,2,13,11,2014
2347,1,13,12,2014
2627,1,13,1,2015
2252,1,13,2,2015
2252,1,13,9,2015
2252,1,13,11,2015
2347,1,13,12,2015
2267,1,13,3,2016
2267,1,13,5,2016
2252,1,13,11,2016
2627,1,13,12,2016
2252,1,13,4,2017
2243,1,13,8,2017
2167,1,13,9,2017
2627,1,13,9,2017
2115,1,13,10,2017
2243,1,13,10,2017
2332,1,13,10,2017
2347,1,13,12,2017
2243,1,13,1,2018
2267,1,35,11,2014
2508,1,35,12,2014
2252,1,35,12,2015
2267,1,35,11,2014
2508,1,35,12,2014
2552,1,35,3,2016
2252,1,14,11,2014
2347,1,14,11,2014
2156,1,14,12,2014
2252,1,14,12,2014
2115,4,14,12,2014
2149,1,14,12,2014
2347,2,14,12,2014
2267,2,14,1,2015
2097,1,14,1,2015
2682,1,14,2,2015
2347,1,14,3,2015
2153,1,14,3,2015
2198,1,14,3,2015
2097,1,14,3,2015
2252,1,14,3,2015
2347,2,14,4,2015
2142,1,14,4,2015
2252,2,14,4,2015
2097,1,14,4,2015
2222,1,14,5,2015
2252,1,14,5,2015
2718,1,14,5,2015
2347,1,14,5,2015
2724,2,14,5,2015
2177,2,14,5,2015
2267,1,14,5,2015
2085,1,14,5,2015
2347,1,14,6,2015
2718,1,14,6,2015
2252,2,14,6,2015
2724,1,14,6,2015
2153,1,14,7,2015
2198,1,14,8,2015
2252,3,14,8,2015
2556,1,14,9,2015
2252,1,14,9,2015
2097,1,14,9,2015
2347,1,14,9,2015
2659,1,14,9,2015
2659,1,14,10,2015
2222,1,14,10,2015
2718,1,14,10,2015
2097,1,14,10,2015
2112,2,14,10,2015
2153,1,14,11,2015
2100,1,14,11,2015
2497,1,14,11,2015
2153,1,14,12,2015
2149,1,14,12,2015
2167,1,14,12,2015
2177,1,14,12,2015
2475,1,14,1,2016
2252,1,14,1,2016
2252,5,14,2,2016
2267,1,14,2,2016
2442,1,14,2,2016
2724,1,14,3,2016
2281,1,14,3,2016
2252,1,14,3,2016
2700,1,14,3,2016
2556,1,14,3,2016
2162,1,14,4,2016
2724,4,14,5,2016
2222,1,14,5,2016
2550,1,14,7,2016
2252,3,14,8,2016
